entrancename,day,month,year,endtime_date,day_name,day_type,entervalue,load_timestamp,business_date
Lift,8,7,2024,2024-07-08 00:00:00.000000,Mon,Weekday,296,2024-10-30 08:51:59.000000,2024-10-30
A1,9,7,2024,2024-07-09 00:00:00.000000,Tue,Weekday,58,2024-10-30 08:51:59.000000,2024-10-30
B1,9,7,2024,2024-07-09 00:00:00.000000,Tue,Weekday,340,2024-10-30 08:51:59.000000,2024-10-30
Bridge,9,7,2024,2024-07-09 00:00:00.000000,Tue,Weekday,1709,2024-10-30 08:51:59.000000,2024-10-30
Gate1,9,7,2024,2024-07-09 00:00:00.000000,Tue,Weekday,610,2024-10-30 08:51:59.000000,2024-10-30
Gate2,9,7,2024,2024-07-09 00:00:00.000000,Tue,Weekday,500,2024-10-30 08:51:59.000000,2024-10-30
Gate3,9,7,2024,2024-07-09 00:00:00.000000,Tue,Weekday,1188,2024-10-30 08:51:59.000000,2024-10-30
Lift,9,7,2024,2024-07-09 00:00:00.000000,Tue,Weekday,273,2024-10-30 08:51:59.000000,2024-10-30
A1,10,7,2024,2024-07-10 00:00:00.000000,Wed,Weekday,82,2024-10-30 08:51:59.000000,2024-10-30
B1,10,7,2024,2024-07-10 00:00:00.000000,Wed,Weekday,276,2024-10-30 08:51:59.000000,2024-10-30
Bridge,10,7,2024,2024-07-10 00:00:00.000000,Wed,Weekday,1679,2024-10-30 08:51:59.000000,2024-10-30
Gate1,10,7,2024,2024-07-10 00:00:00.000000,Wed,Weekday,641,2024-10-30 08:51:59.000000,2024-10-30
Gate2,10,7,2024,2024-07-10 00:00:00.000000,Wed,Weekday,534,2024-10-30 08:51:59.000000,2024-10-30
Gate3,10,7,2024,2024-07-10 00:00:00.000000,Wed,Weekday,1155,2024-10-30 08:51:59.000000,2024-10-30
Lift,10,7,2024,2024-07-10 00:00:00.000000,Wed,Weekday,250,2024-10-30 08:51:59.000000,2024-10-30
A1,11,7,2024,2024-07-11 00:00:00.000000,Thu,Weekday,77,2024-10-30 08:51:59.000000,2024-10-30
B1,11,7,2024,2024-07-11 00:00:00.000000,Thu,Weekday,298,2024-10-30 08:51:59.000000,2024-10-30
Bridge,11,7,2024,2024-07-11 00:00:00.000000,Thu,Weekday,1663,2024-10-30 08:51:59.000000,2024-10-30
Gate1,11,7,2024,2024-07-11 00:00:00.000000,Thu,Weekday,630,2024-10-30 08:51:59.000000,2024-10-30
Gate2,11,7,2024,2024-07-11 00:00:00.000000,Thu,Weekday,482,2024-10-30 08:51:59.000000,2024-10-30
Gate3,11,7,2024,2024-07-11 00:00:00.000000,Thu,Weekday,1162,2024-10-30 08:51:59.000000,2024-10-30
Lift,11,7,2024,2024-07-11 00:00:00.000000,Thu,Weekday,253,2024-10-30 08:51:59.000000,2024-10-30
A1,12,7,2024,2024-07-12 00:00:00.000000,Fri,Weekday,201,2024-10-30 08:51:59.000000,2024-10-30
B1,12,7,2024,2024-07-12 00:00:00.000000,Fri,Weekday,461,2024-10-30 08:51:59.000000,2024-10-30
Bridge,12,7,2024,2024-07-12 00:00:00.000000,Fri,Weekday,1882,2024-10-30 08:51:59.000000,2024-10-30
Gate1,12,7,2024,2024-07-12 00:00:00.000000,Fri,Weekday,799,2024-10-30 08:51:59.000000,2024-10-30
Gate2,12,7,2024,2024-07-12 00:00:00.000000,Fri,Weekday,660,2024-10-30 08:51:59.000000,2024-10-30
Gate3,12,7,2024,2024-07-12 00:00:00.000000,Fri,Weekday,1317,2024-10-30 08:51:59.000000,2024-10-30
Lift,12,7,2024,2024-07-12 00:00:00.000000,Fri,Weekday,372,2024-10-30 08:51:59.000000,2024-10-30
A1,13,7,2024,2024-07-13 00:00:00.000000,Sat,Weekend,372,2024-10-30 08:51:59.000000,2024-10-30
B1,13,7,2024,2024-07-13 00:00:00.000000,Sat,Weekend,1274,2024-10-30 08:51:59.000000,2024-10-30
Bridge,13,7,2024,2024-07-13 00:00:00.000000,Sat,Weekend,1929,2024-10-30 08:51:59.000000,2024-10-30
Gate1,13,7,2024,2024-07-13 00:00:00.000000,Sat,Weekend,2549,2024-10-30 08:51:59.000000,2024-10-30
Gate2,13,7,2024,2024-07-13 00:00:00.000000,Sat,Weekend,846,2024-10-30 08:51:59.000000,2024-10-30
Gate3,13,7,2024,2024-07-13 00:00:00.000000,Sat,Weekend,1628,2024-10-30 08:51:59.000000,2024-10-30
Lift,13,7,2024,2024-07-13 00:00:00.000000,Sat,Weekend,608,2024-10-30 08:51:59.000000,2024-10-30
A1,14,7,2024,2024-07-14 00:00:00.000000,Sun,Weekend,462,2024-10-30 08:51:59.000000,2024-10-30
B1,14,7,2024,2024-07-14 00:00:00.000000,Sun,Weekend,1272,2024-10-30 08:51:59.000000,2024-10-30
Bridge,14,7,2024,2024-07-14 00:00:00.000000,Sun,Weekend,1923,2024-10-30 08:51:59.000000,2024-10-30
Gate1,14,7,2024,2024-07-14 00:00:00.000000,Sun,Weekend,2640,2024-10-30 08:51:59.000000,2024-10-30
Gate2,14,7,2024,2024-07-14 00:00:00.000000,Sun,Weekend,892,2024-10-30 08:51:59.000000,2024-10-30
Gate3,14,7,2024,2024-07-14 00:00:00.000000,Sun,Weekend,1653,2024-10-30 08:51:59.000000,2024-10-30
Lift,14,7,2024,2024-07-14 00:00:00.000000,Sun,Weekend,588,2024-10-30 08:51:59.000000,2024-10-30
A1,15,7,2024,2024-07-15 00:00:00.000000,Mon,Weekday,105,2024-10-30 08:51:59.000000,2024-10-30
B1,15,7,2024,2024-07-15 00:00:00.000000,Mon,Weekday,294,2024-10-30 08:51:59.000000,2024-10-30
Bridge,15,7,2024,2024-07-15 00:00:00.000000,Mon,Weekday,1654,2024-10-30 08:51:59.000000,2024-10-30
Gate1,15,7,2024,2024-07-15 00:00:00.000000,Mon,Weekday,681,2024-10-30 08:51:59.000000,2024-10-30
Gate2,15,7,2024,2024-07-15 00:00:00.000000,Mon,Weekday,485,2024-10-30 08:51:59.000000,2024-10-30
Gate3,15,7,2024,2024-07-15 00:00:00.000000,Mon,Weekday,1093,2024-10-30 08:51:59.000000,2024-10-30
Lift,15,7,2024,2024-07-15 00:00:00.000000,Mon,Weekday,272,2024-10-30 08:51:59.000000,2024-10-30
A1,16,7,2024,2024-07-16 00:00:00.000000,Tue,Weekday,108,2024-10-30 08:51:59.000000,2024-10-30
B1,16,7,2024,2024-07-16 00:00:00.000000,Tue,Weekday,328,2024-10-30 08:51:59.000000,2024-10-30
Bridge,16,7,2024,2024-07-16 00:00:00.000000,Tue,Weekday,1729,2024-10-30 08:51:59.000000,2024-10-30
Gate1,16,7,2024,2024-07-16 00:00:00.000000,Tue,Weekday,545,2024-10-30 08:51:59.000000,2024-10-30
Gate2,16,7,2024,2024-07-16 00:00:00.000000,Tue,Weekday,474,2024-10-30 08:51:59.000000,2024-10-30
Gate3,16,7,2024,2024-07-16 00:00:00.000000,Tue,Weekday,1289,2024-10-30 08:51:59.000000,2024-10-30
Lift,16,7,2024,2024-07-16 00:00:00.000000,Tue,Weekday,298,2024-10-30 08:51:59.000000,2024-10-30
A1,17,7,2024,2024-07-17 00:00:00.000000,Wed,Weekday,86,2024-10-30 08:51:59.000000,2024-10-30
B1,17,7,2024,2024-07-17 00:00:00.000000,Wed,Weekday,262,2024-10-30 08:51:59.000000,2024-10-30
Bridge,17,7,2024,2024-07-17 00:00:00.000000,Wed,Weekday,1731,2024-10-30 08:51:59.000000,2024-10-30
Gate1,17,7,2024,2024-07-17 00:00:00.000000,Wed,Weekday,588,2024-10-30 08:51:59.000000,2024-10-30
Gate2,17,7,2024,2024-07-17 00:00:00.000000,Wed,Weekday,448,2024-10-30 08:51:59.000000,2024-10-30
Gate3,17,7,2024,2024-07-17 00:00:00.000000,Wed,Weekday,1246,2024-10-30 08:51:59.000000,2024-10-30
Lift,17,7,2024,2024-07-17 00:00:00.000000,Wed,Weekday,290,2024-10-30 08:51:59.000000,2024-10-30
A1,18,7,2024,2024-07-18 00:00:00.000000,Thu,Weekday,90,2024-10-30 08:51:59.000000,2024-10-30
B1,18,7,2024,2024-07-18 00:00:00.000000,Thu,Weekday,306,2024-10-30 08:51:59.000000,2024-10-30
Bridge,18,7,2024,2024-07-18 00:00:00.000000,Thu,Weekday,1711,2024-10-30 08:51:59.000000,2024-10-30
Gate1,18,7,2024,2024-07-18 00:00:00.000000,Thu,Weekday,700,2024-10-30 08:51:59.000000,2024-10-30
Gate2,18,7,2024,2024-07-18 00:00:00.000000,Thu,Weekday,444,2024-10-30 08:51:59.000000,2024-10-30
Gate3,18,7,2024,2024-07-18 00:00:00.000000,Thu,Weekday,1181,2024-10-30 08:51:59.000000,2024-10-30
Lift,18,7,2024,2024-07-18 00:00:00.000000,Thu,Weekday,224,2024-10-30 08:51:59.000000,2024-10-30
A1,19,7,2024,2024-07-19 00:00:00.000000,Fri,Weekday,117,2024-10-30 08:51:59.000000,2024-10-30
B1,19,7,2024,2024-07-19 00:00:00.000000,Fri,Weekday,378,2024-10-30 08:51:59.000000,2024-10-30
Bridge,19,7,2024,2024-07-19 00:00:00.000000,Fri,Weekday,1665,2024-10-30 08:51:59.000000,2024-10-30
Gate1,19,7,2024,2024-07-19 00:00:00.000000,Fri,Weekday,752,2024-10-30 08:51:59.000000,2024-10-30
Gate2,19,7,2024,2024-07-19 00:00:00.000000,Fri,Weekday,650,2024-10-30 08:51:59.000000,2024-10-30
Gate3,19,7,2024,2024-07-19 00:00:00.000000,Fri,Weekday,1304,2024-10-30 08:51:59.000000,2024-10-30
Lift,19,7,2024,2024-07-19 00:00:00.000000,Fri,Weekday,344,2024-10-30 08:51:59.000000,2024-10-30
A1,20,7,2024,2024-07-20 00:00:00.000000,Sat,Weekend,441,2024-10-30 08:51:59.000000,2024-10-30
B1,20,7,2024,2024-07-20 00:00:00.000000,Sat,Weekend,1350,2024-10-30 08:51:59.000000,2024-10-30
Bridge,20,7,2024,2024-07-20 00:00:00.000000,Sat,Weekend,1924,2024-10-30 08:51:59.000000,2024-10-30
Gate1,20,7,2024,2024-07-20 00:00:00.000000,Sat,Weekend,2541,2024-10-30 08:51:59.000000,2024-10-30
Gate2,20,7,2024,2024-07-20 00:00:00.000000,Sat,Weekend,921,2024-10-30 08:51:59.000000,2024-10-30
Gate3,20,7,2024,2024-07-20 00:00:00.000000,Sat,Weekend,1556,2024-10-30 08:51:59.000000,2024-10-30
Lift,20,7,2024,2024-07-20 00:00:00.000000,Sat,Weekend,587,2024-10-30 08:51:59.000000,2024-10-30
A1,21,7,2024,2024-07-21 00:00:00.000000,Sun,Weekend,359,2024-10-30 08:51:59.000000,2024-10-30
B1,21,7,2024,2024-07-21 00:00:00.000000,Sun,Weekend,1301,2024-10-30 08:51:59.000000,2024-10-30
Bridge,21,7,2024,2024-07-21 00:00:00.000000,Sun,Weekend,2027,2024-10-30 08:51:59.000000,2024-10-30
Gate1,21,7,2024,2024-07-21 00:00:00.000000,Sun,Weekend,2628,2024-10-30 08:51:59.000000,2024-10-30
Gate2,21,7,2024,2024-07-21 00:00:00.000000,Sun,Weekend,879,2024-10-30 08:51:59.000000,2024-10-30
Gate3,21,7,2024,2024-07-21 00:00:00.000000,Sun,Weekend,1638,2024-10-30 08:51:59.000000,2024-10-30
Lift,21,7,2024,2024-07-21 00:00:00.000000,Sun,Weekend,519,2024-10-30 08:51:59.000000,2024-10-30
A1,22,7,2024,2024-07-22 00:00:00.000000,Mon,Weekday,104,2024-10-30 08:51:59.000000,2024-10-30
B1,22,7,2024,2024-07-22 00:00:00.000000,Mon,Weekday,348,2024-10-30 08:51:59.000000,2024-10-30
Bridge,22,7,2024,2024-07-22 00:00:00.000000,Mon,Weekday,1004,2024-10-30 08:51:59.000000,2024-10-30
Gate1,22,7,2024,2024-07-22 00:00:00.000000,Mon,Weekday,683,2024-10-30 08:51:59.000000,2024-10-30
Gate2,22,7,2024,2024-07-22 00:00:00.000000,Mon,Weekday,525,2024-10-30 08:51:59.000000,2024-10-30
Gate3,22,7,2024,2024-07-22 00:00:00.000000,Mon,Weekday,642,2024-10-30 08:51:59.000000,2024-10-30
Lift,22,7,2024,2024-07-22 00:00:00.000000,Mon,Weekday,228,2024-10-30 08:51:59.000000,2024-10-30
A1,23,7,2024,2024-07-23 00:00:00.000000,Tue,Weekday,65,2024-10-30 08:51:59.000000,2024-10-30
B1,23,7,2024,2024-07-23 00:00:00.000000,Tue,Weekday,273,2024-10-30 08:51:59.000000,2024-10-30
Bridge,23,7,2024,2024-07-23 00:00:00.000000,Tue,Weekday,1744,2024-10-30 08:51:59.000000,2024-10-30
Gate1,23,7,2024,2024-07-23 00:00:00.000000,Tue,Weekday,561,2024-10-30 08:51:59.000000,2024-10-30
Gate2,23,7,2024,2024-07-23 00:00:00.000000,Tue,Weekday,521,2024-10-30 08:51:59.000000,2024-10-30
Gate3,23,7,2024,2024-07-23 00:00:00.000000,Tue,Weekday,1191,2024-10-30 08:51:59.000000,2024-10-30
Lift,23,7,2024,2024-07-23 00:00:00.000000,Tue,Weekday,279,2024-10-30 08:51:59.000000,2024-10-30
A1,24,7,2024,2024-07-24 00:00:00.000000,Wed,Weekday,112,2024-10-30 08:51:59.000000,2024-10-30
B1,24,7,2024,2024-07-24 00:00:00.000000,Wed,Weekday,276,2024-10-30 08:51:59.000000,2024-10-30
Bridge,24,7,2024,2024-07-24 00:00:00.000000,Wed,Weekday,1663,2024-10-30 08:51:59.000000,2024-10-30
Gate1,24,7,2024,2024-07-24 00:00:00.000000,Wed,Weekday,585,2024-10-30 08:51:59.000000,2024-10-30
Gate2,24,7,2024,2024-07-24 00:00:00.000000,Wed,Weekday,580,2024-10-30 08:51:59.000000,2024-10-30
Gate3,24,7,2024,2024-07-24 00:00:00.000000,Wed,Weekday,1149,2024-10-30 08:51:59.000000,2024-10-30
Lift,24,7,2024,2024-07-24 00:00:00.000000,Wed,Weekday,250,2024-10-30 08:51:59.000000,2024-10-30
A1,25,7,2024,2024-07-25 00:00:00.000000,Thu,Weekday,75,2024-10-30 08:51:59.000000,2024-10-30
B1,25,7,2024,2024-07-25 00:00:00.000000,Thu,Weekday,370,2024-10-30 08:51:59.000000,2024-10-30
Bridge,25,7,2024,2024-07-25 00:00:00.000000,Thu,Weekday,1771,2024-10-30 08:51:59.000000,2024-10-30
Gate1,25,7,2024,2024-07-25 00:00:00.000000,Thu,Weekday,692,2024-10-30 08:51:59.000000,2024-10-30
Gate2,25,7,2024,2024-07-25 00:00:00.000000,Thu,Weekday,471,2024-10-30 08:51:59.000000,2024-10-30
Gate3,25,7,2024,2024-07-25 00:00:00.000000,Thu,Weekday,1204,2024-10-30 08:51:59.000000,2024-10-30
Lift,25,7,2024,2024-07-25 00:00:00.000000,Thu,Weekday,281,2024-10-30 08:51:59.000000,2024-10-30
A1,26,7,2024,2024-07-26 00:00:00.000000,Fri,Weekday,163,2024-10-30 08:51:59.000000,2024-10-30
B1,26,7,2024,2024-07-26 00:00:00.000000,Fri,Weekday,400,2024-10-30 08:51:59.000000,2024-10-30
Bridge,26,7,2024,2024-07-26 00:00:00.000000,Fri,Weekday,1959,2024-10-30 08:51:59.000000,2024-10-30
Gate1,26,7,2024,2024-07-26 00:00:00.000000,Fri,Weekday,927,2024-10-30 08:51:59.000000,2024-10-30
Gate2,26,7,2024,2024-07-26 00:00:00.000000,Fri,Weekday,660,2024-10-30 08:51:59.000000,2024-10-30
Gate3,26,7,2024,2024-07-26 00:00:00.000000,Fri,Weekday,1342,2024-10-30 08:51:59.000000,2024-10-30
Lift,26,7,2024,2024-07-26 00:00:00.000000,Fri,Weekday,340,2024-10-30 08:51:59.000000,2024-10-30
A1,27,7,2024,2024-07-27 00:00:00.000000,Sat,Weekend,529,2024-10-30 08:51:59.000000,2024-10-30
B1,27,7,2024,2024-07-27 00:00:00.000000,Sat,Weekend,1354,2024-10-30 08:51:59.000000,2024-10-30
Bridge,27,7,2024,2024-07-27 00:00:00.000000,Sat,Weekend,2457,2024-10-30 08:51:59.000000,2024-10-30
Gate1,27,7,2024,2024-07-27 00:00:00.000000,Sat,Weekend,2717,2024-10-30 08:51:59.000000,2024-10-30
Gate2,27,7,2024,2024-07-27 00:00:00.000000,Sat,Weekend,741,2024-10-30 08:51:59.000000,2024-10-30
Gate3,27,7,2024,2024-07-27 00:00:00.000000,Sat,Weekend,1674,2024-10-30 08:51:59.000000,2024-10-30
Lift,27,7,2024,2024-07-27 00:00:00.000000,Sat,Weekend,647,2024-10-30 08:51:59.000000,2024-10-30
A1,28,7,2024,2024-07-28 00:00:00.000000,Sun,Weekend,481,2024-10-30 08:51:59.000000,2024-10-30
B1,28,7,2024,2024-07-28 00:00:00.000000,Sun,Weekend,1385,2024-10-30 08:51:59.000000,2024-10-30
Bridge,28,7,2024,2024-07-28 00:00:00.000000,Sun,Weekend,2081,2024-10-30 08:51:59.000000,2024-10-30
Gate1,28,7,2024,2024-07-28 00:00:00.000000,Sun,Weekend,2989,2024-10-30 08:51:59.000000,2024-10-30
Gate2,28,7,2024,2024-07-28 00:00:00.000000,Sun,Weekend,1396,2024-10-30 08:51:59.000000,2024-10-30
Gate3,28,7,2024,2024-07-28 00:00:00.000000,Sun,Weekend,2539,2024-10-30 08:51:59.000000,2024-10-30
Lift,28,7,2024,2024-07-28 00:00:00.000000,Sun,Weekend,534,2024-10-30 08:51:59.000000,2024-10-30
A1,29,7,2024,2024-07-29 00:00:00.000000,Mon,Weekday,183,2024-10-30 08:51:59.000000,2024-10-30
B1,29,7,2024,2024-07-29 00:00:00.000000,Mon,Weekday,464,2024-10-30 08:51:59.000000,2024-10-30
Bridge,29,7,2024,2024-07-29 00:00:00.000000,Mon,Weekday,1453,2024-10-30 08:51:59.000000,2024-10-30
Gate1,29,7,2024,2024-07-29 00:00:00.000000,Mon,Weekday,917,2024-10-30 08:51:59.000000,2024-10-30
Gate2,29,7,2024,2024-07-29 00:00:00.000000,Mon,Weekday,596,2024-10-30 08:51:59.000000,2024-10-30
Gate3,29,7,2024,2024-07-29 00:00:00.000000,Mon,Weekday,806,2024-10-30 08:51:59.000000,2024-10-30
Lift,29,7,2024,2024-07-29 00:00:00.000000,Mon,Weekday,295,2024-10-30 08:51:59.000000,2024-10-30
A1,30,7,2024,2024-07-30 00:00:00.000000,Tue,Weekday,114,2024-10-30 08:51:59.000000,2024-10-30
B1,30,7,2024,2024-07-30 00:00:00.000000,Tue,Weekday,359,2024-10-30 08:51:59.000000,2024-10-30
Bridge,30,7,2024,2024-07-30 00:00:00.000000,Tue,Weekday,1680,2024-10-30 08:51:59.000000,2024-10-30
Gate1,30,7,2024,2024-07-30 00:00:00.000000,Tue,Weekday,714,2024-10-30 08:51:59.000000,2024-10-30
Gate2,30,7,2024,2024-07-30 00:00:00.000000,Tue,Weekday,413,2024-10-30 08:51:59.000000,2024-10-30
Gate3,30,7,2024,2024-07-30 00:00:00.000000,Tue,Weekday,1191,2024-10-30 08:51:59.000000,2024-10-30
Lift,30,7,2024,2024-07-30 00:00:00.000000,Tue,Weekday,269,2024-10-30 08:51:59.000000,2024-10-30
A1,31,7,2024,2024-07-31 00:00:00.000000,Wed,Weekday,110,2024-10-30 08:51:59.000000,2024-10-30
B1,31,7,2024,2024-07-31 00:00:00.000000,Wed,Weekday,343,2024-10-30 08:51:59.000000,2024-10-30
Bridge,31,7,2024,2024-07-31 00:00:00.000000,Wed,Weekday,1791,2024-10-30 08:51:59.000000,2024-10-30
Gate1,31,7,2024,2024-07-31 00:00:00.000000,Wed,Weekday,745,2024-10-30 08:51:59.000000,2024-10-30
Gate2,31,7,2024,2024-07-31 00:00:00.000000,Wed,Weekday,632,2024-10-30 08:51:59.000000,2024-10-30
Gate3,31,7,2024,2024-07-31 00:00:00.000000,Wed,Weekday,1217,2024-10-30 08:51:59.000000,2024-10-30
Lift,31,7,2024,2024-07-31 00:00:00.000000,Wed,Weekday,274,2024-10-30 08:51:59.000000,2024-10-30
A1,1,8,2024,2024-08-01 00:00:00.000000,Thu,Weekday,99,2024-10-30 08:51:59.000000,2024-10-30
B1,1,8,2024,2024-08-01 00:00:00.000000,Thu,Weekday,314,2024-10-30 08:51:59.000000,2024-10-30
Bridge,1,8,2024,2024-08-01 00:00:00.000000,Thu,Weekday,1738,2024-10-30 08:51:59.000000,2024-10-30
Gate1,1,8,2024,2024-08-01 00:00:00.000000,Thu,Weekday,679,2024-10-30 08:51:59.000000,2024-10-30
Gate2,1,8,2024,2024-08-01 00:00:00.000000,Thu,Weekday,485,2024-10-30 08:51:59.000000,2024-10-30
Gate3,1,8,2024,2024-08-01 00:00:00.000000,Thu,Weekday,1189,2024-10-30 08:51:59.000000,2024-10-30
Lift,1,8,2024,2024-08-01 00:00:00.000000,Thu,Weekday,246,2024-10-30 08:51:59.000000,2024-10-30
A1,2,8,2024,2024-08-02 00:00:00.000000,Fri,Weekday,134,2024-10-30 08:51:59.000000,2024-10-30
B1,2,8,2024,2024-08-02 00:00:00.000000,Fri,Weekday,397,2024-10-30 08:51:59.000000,2024-10-30
Bridge,2,8,2024,2024-08-02 00:00:00.000000,Fri,Weekday,1747,2024-10-30 08:51:59.000000,2024-10-30
Gate1,2,8,2024,2024-08-02 00:00:00.000000,Fri,Weekday,778,2024-10-30 08:51:59.000000,2024-10-30
Gate2,2,8,2024,2024-08-02 00:00:00.000000,Fri,Weekday,621,2024-10-30 08:51:59.000000,2024-10-30
Gate3,2,8,2024,2024-08-02 00:00:00.000000,Fri,Weekday,1288,2024-10-30 08:51:59.000000,2024-10-30
Lift,2,8,2024,2024-08-02 00:00:00.000000,Fri,Weekday,323,2024-10-30 08:51:59.000000,2024-10-30
A1,3,8,2024,2024-08-03 00:00:00.000000,Sat,Weekend,503,2024-10-30 08:51:59.000000,2024-10-30
B1,3,8,2024,2024-08-03 00:00:00.000000,Sat,Weekend,1405,2024-10-30 08:51:59.000000,2024-10-30
Bridge,3,8,2024,2024-08-03 00:00:00.000000,Sat,Weekend,2114,2024-10-30 08:51:59.000000,2024-10-30
Gate1,3,8,2024,2024-08-03 00:00:00.000000,Sat,Weekend,2741,2024-10-30 08:51:59.000000,2024-10-30
Gate2,3,8,2024,2024-08-03 00:00:00.000000,Sat,Weekend,1060,2024-10-30 08:51:59.000000,2024-10-30
Gate3,3,8,2024,2024-08-03 00:00:00.000000,Sat,Weekend,1645,2024-10-30 08:51:59.000000,2024-10-30
Lift,3,8,2024,2024-08-03 00:00:00.000000,Sat,Weekend,595,2024-10-30 08:51:59.000000,2024-10-30
A1,4,8,2024,2024-08-04 00:00:00.000000,Sun,Weekend,483,2024-10-30 08:51:59.000000,2024-10-30
B1,4,8,2024,2024-08-04 00:00:00.000000,Sun,Weekend,1491,2024-10-30 08:51:59.000000,2024-10-30
Bridge,4,8,2024,2024-08-04 00:00:00.000000,Sun,Weekend,2186,2024-10-30 08:51:59.000000,2024-10-30
Gate1,4,8,2024,2024-08-04 00:00:00.000000,Sun,Weekend,2813,2024-10-30 08:51:59.000000,2024-10-30
Gate2,4,8,2024,2024-08-04 00:00:00.000000,Sun,Weekend,1121,2024-10-30 08:51:59.000000,2024-10-30
Gate3,4,8,2024,2024-08-04 00:00:00.000000,Sun,Weekend,1691,2024-10-30 08:51:59.000000,2024-10-30
Lift,4,8,2024,2024-08-04 00:00:00.000000,Sun,Weekend,537,2024-10-30 08:51:59.000000,2024-10-30
A1,5,8,2024,2024-08-05 00:00:00.000000,Mon,Weekday,77,2024-10-30 08:51:59.000000,2024-10-30
B1,5,8,2024,2024-08-05 00:00:00.000000,Mon,Weekday,312,2024-10-30 08:51:59.000000,2024-10-30
Bridge,5,8,2024,2024-08-05 00:00:00.000000,Mon,Weekday,1689,2024-10-30 08:51:59.000000,2024-10-30
Gate1,5,8,2024,2024-08-05 00:00:00.000000,Mon,Weekday,711,2024-10-30 08:51:59.000000,2024-10-30
Gate2,5,8,2024,2024-08-05 00:00:00.000000,Mon,Weekday,549,2024-10-30 08:51:59.000000,2024-10-30
Gate3,5,8,2024,2024-08-05 00:00:00.000000,Mon,Weekday,1268,2024-10-30 08:51:59.000000,2024-10-30
Lift,5,8,2024,2024-08-05 00:00:00.000000,Mon,Weekday,267,2024-10-30 08:51:59.000000,2024-10-30
A1,6,8,2024,2024-08-06 00:00:00.000000,Tue,Weekday,129,2024-10-30 08:51:59.000000,2024-10-30
B1,6,8,2024,2024-08-06 00:00:00.000000,Tue,Weekday,315,2024-10-30 08:51:59.000000,2024-10-30
Bridge,6,8,2024,2024-08-06 00:00:00.000000,Tue,Weekday,1761,2024-10-30 08:51:59.000000,2024-10-30
Gate1,6,8,2024,2024-08-06 00:00:00.000000,Tue,Weekday,690,2024-10-30 08:51:59.000000,2024-10-30
Gate2,6,8,2024,2024-08-06 00:00:00.000000,Tue,Weekday,612,2024-10-30 08:51:59.000000,2024-10-30
Gate3,6,8,2024,2024-08-06 00:00:00.000000,Tue,Weekday,1238,2024-10-30 08:51:59.000000,2024-10-30
Lift,6,8,2024,2024-08-06 00:00:00.000000,Tue,Weekday,255,2024-10-30 08:51:59.000000,2024-10-30
A1,7,8,2024,2024-08-07 00:00:00.000000,Wed,Weekday,101,2024-10-30 08:51:59.000000,2024-10-30
B1,7,8,2024,2024-08-07 00:00:00.000000,Wed,Weekday,259,2024-10-30 08:51:59.000000,2024-10-30
Bridge,7,8,2024,2024-08-07 00:00:00.000000,Wed,Weekday,1750,2024-10-30 08:51:59.000000,2024-10-30
Gate1,7,8,2024,2024-08-07 00:00:00.000000,Wed,Weekday,686,2024-10-30 08:51:59.000000,2024-10-30
Gate2,7,8,2024,2024-08-07 00:00:00.000000,Wed,Weekday,520,2024-10-30 08:51:59.000000,2024-10-30
Gate3,7,8,2024,2024-08-07 00:00:00.000000,Wed,Weekday,1232,2024-10-30 08:51:59.000000,2024-10-30
Lift,7,8,2024,2024-08-07 00:00:00.000000,Wed,Weekday,289,2024-10-30 08:51:59.000000,2024-10-30
A1,8,8,2024,2024-08-08 00:00:00.000000,Thu,Weekday,102,2024-10-30 08:51:59.000000,2024-10-30
B1,8,8,2024,2024-08-08 00:00:00.000000,Thu,Weekday,276,2024-10-30 08:51:59.000000,2024-10-30
Bridge,8,8,2024,2024-08-08 00:00:00.000000,Thu,Weekday,1836,2024-10-30 08:51:59.000000,2024-10-30
Gate1,8,8,2024,2024-08-08 00:00:00.000000,Thu,Weekday,732,2024-10-30 08:51:59.000000,2024-10-30
Gate2,8,8,2024,2024-08-08 00:00:00.000000,Thu,Weekday,546,2024-10-30 08:51:59.000000,2024-10-30
Gate3,8,8,2024,2024-08-08 00:00:00.000000,Thu,Weekday,1252,2024-10-30 08:51:59.000000,2024-10-30
Lift,8,8,2024,2024-08-08 00:00:00.000000,Thu,Weekday,294,2024-10-30 08:51:59.000000,2024-10-30
A1,9,8,2024,2024-08-09 00:00:00.000000,Fri,Weekday,185,2024-10-30 08:51:59.000000,2024-10-30
B1,9,8,2024,2024-08-09 00:00:00.000000,Fri,Weekday,458,2024-10-30 08:51:59.000000,2024-10-30
Bridge,9,8,2024,2024-08-09 00:00:00.000000,Fri,Weekday,1972,2024-10-30 08:51:59.000000,2024-10-30
Gate1,9,8,2024,2024-08-09 00:00:00.000000,Fri,Weekday,945,2024-10-30 08:51:59.000000,2024-10-30
Gate2,9,8,2024,2024-08-09 00:00:00.000000,Fri,Weekday,653,2024-10-30 08:51:59.000000,2024-10-30
Gate3,9,8,2024,2024-08-09 00:00:00.000000,Fri,Weekday,1333,2024-10-30 08:51:59.000000,2024-10-30
Lift,9,8,2024,2024-08-09 00:00:00.000000,Fri,Weekday,326,2024-10-30 08:51:59.000000,2024-10-30
A1,10,8,2024,2024-08-10 00:00:00.000000,Sat,Weekend,476,2024-10-30 08:51:59.000000,2024-10-30
